회사,표준산업분류,연혁,매출액,기업유형,평균연봉,홈페이지,고용보험 사업장 수,고용보험 가입 사원수,국민연금 가입 사원수,퇴사/입사 (1년)
엔젯,"컴퓨터 시스템 통합 자문, 구축 및 관리업",3년 (2021년 설립),-,기타 법인,"5,852만원",-,1개,12명,24명,4명/8명
유비온,그 외 기타 정보 서비스업,24년 (2000년 설립),"318억 3,183만원",주식회사,"4,581만원",www.ubion.co.kr,1개,168명,170명,46명/58명
티쓰리,시스템ㆍ응용 소프트웨어 개발 및 공급업,17년 (2007년 설립),"150억 7,298만원",기타 법인,"4,368만원",-,1개,84명,78명,43명/19명
티에프이,반도체 및 디스플레이 제조용 기계 제조업,21년 (2003년 설립),"664억 2,140만원",주식회사,"4,660만원",www.tfe.co.kr,1개,148명,224명,40명/80명
윤성에프앤씨,기타 일반 목적용 기계 제조업,25년 (1999년 설립),"2,102억 7,558만원",주식회사,"5,593만원",www.ysfc.co.kr,2개,302명,308명,82명/108명
디티앤씨알오,그 외 기타 사업 지원 서비스업,7년 (2017년 설립),440억 800만원,주식회사,"3,531만원",www.dtncro.com,1개,270명,322명,86명/156명
뉴로메카,시스템ㆍ응용 소프트웨어 개발 및 공급업,11년 (2013년 설립),"73억 3,308만원",주식회사,"4,591만원",www.neuromeka.com,1개,111명,169명,47명/109명
제이아이테크,"가전제품, 통신장비 및 부품 도매업",4년 (2020년 설립),-,,-,-,1개,3명,,
LX세미콘,시스템ㆍ응용 소프트웨어 개발 및 공급업,25년 (1999년 설립),"1조 8,988억 4,571만원",주식회사,"8,800만원",www.lxsemicon.com,1개,"1,592명","1,485명",234명/146명
큐알티,"다이오드, 트랜지스터 및 유사 반도체 소자 제조업",10년 (2014년 설립),"704억 8,899만원",주식회사,"7,281만원",qrtkr.com,1개,145명,165명,24명/43명
저스템,반도체 및 디스플레이 제조용 기계 제조업,8년 (2016년 설립),"448억 2,669만원",주식회사,"6,381만원",www.justem.co.kr,1개,102명,107명,27명/35명
산돌,시스템ㆍ응용 소프트웨어 개발 및 공급업,2년 (2022년 설립),-,,"3,507만원",-,1개,1명,,
탈로스,시스템ㆍ응용 소프트웨어 개발 및 공급업,3년 (2021년 설립),-,주식회사,"2,947만원",-,1개,4명,6명,5명/5명
플라즈맵,기타 의료용 기기 제조업,9년 (2015년 설립),"63억 4,854만원",주식회사,"5,246만원",plasmapp.com/,2개,186명,99명,75명/32명
핀텔,시스템ㆍ응용 소프트웨어 개발 및 공급업,9년 (2015년 설립),"87억 6,525만원",주식회사,"5,617만원",www.pintel.co.kr/html/index/,2개,52명,52명,30명/42명
샤페론,자연과학 연구개발업,16년 (2008년 설립),-,주식회사,"7,514만원",shaperon.com,1개,37명,51명,16명/28명
비스토스,방사선 장치 및 전기식 진단 기기 제조업,23년 (2001년 설립),"205억 2,237만원",주식회사,"3,853만원",www.bistos.co.kr/korean,1개,77명,67명,46명/29명
탑머티리얼,"비철금속 제련, 정련 및 합금 제조업",15년 (2009년 설립),-,기타 법인,"4,489만원",-,1개,12명,11명,2명/0명
에스비비테크,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업",24년 (2000년 설립),"74억 6,984만원",주식회사,"4,837만원",www.sbb.co.kr/,1개,80명,83명,16명/18명
오에스피,기타 플라스틱 제품 제조업,20년 (2004년 설립),-,기타 법인,"3,310만원",-,1개,22명,22명,6명/6명
모델솔루션,그 외 기타 분류 안된 제품 제조업,19년 (2005년 설립),"600억 7,887만원",주식회사,"5,845만원",www.model-solution.com,1개,316명,317명,39명/36명
이노룰스,시스템ㆍ응용 소프트웨어 개발 및 공급업,17년 (2007년 설립),"159억 7,968만원",주식회사,"7,857만원",innorules.com,1개,0명,121명,11명/36명
파인엠텍,그 외 기타 금속 가공제품 제조업,2년 (2022년 설립),-,주식회사,"5,744만원",www.finemtec.com,1개,120명,127명,28명/24명
선바이오,동물용 사료 및 조제식품 제조업,18년 (2006년 설립),-,주식회사,"4,153만원",-,1개,8명,4명,1명/1명
더블유씨피,부동산 개발 및 공급업,8년 (2016년 설립),-,,"1,885만원",-,1개,12명,,
알피바이오,-,8년 (2016년 설립),"1,149억 6,399만원",주식회사,"3,807만원",rpskorea.com,1개,597명,428명,238명/156명
티엘엔지니어링,건축 및 조경 설계 서비스업,16년 (2008년 설립),-,기타 법인,"2,830만원",-,1개,49명,19명,19명/13명
오픈엣지테크놀로지,엔지니어링 서비스업,7년 (2017년 설립),"51억 8,586만원",주식회사,"10,864만원",www.openedges.com,1개,68명,95명,19명/28명
대성하이텍,"카펫, 마루덮개 및 유사 제품 제조업",0년 (2024년 설립),-,기타 법인,"1,736만원",-,1개,1명,3명,1명/1명
쏘카,자동차 임대업,13년 (2011년 설립),"2,849억 5,380만원",주식회사,"5,833만원",www.socarcorp.kr,1개,432명,444명,119명/140명
에이치와이티씨,기타 특수 목적용 기계 제조업,19년 (2005년 설립),"327억 2,197만원",주식회사,"3,929만원",www.hyseoul.com,1개,118명,125명,34명/34명
새빗켐,기초 무기화학 물질 제조업,6년 (2018년 설립),-,기타 법인,"5,000만원",-,1개,26명,44명,20명/24명
수산인더스트리,-,41년 (1983년 설립),"2,022억 2,077만원",주식회사,"6,349만원",www.soosanind.co.kr,1개,"1,169명","1,041명",128명/138명
아이씨에이치,"금속 열처리, 도금 및 기타 금속 가공업",12년 (2012년 설립),-,주식회사,"5,034만원",www.ch-ich.com,2개,60명,77명,28명/23명
성일하이텍,그 외 기타 화학제품 제조업,7년 (2017년 설립),"1,384억 8,697만원",주식회사,"6,865만원",www.sungeelht.com/,1개,479명,453명,149명/148명
에이프릴바이오,자연과학 연구개발업,11년 (2013년 설립),-,주식회사,"8,011만원",www.aprilbio.com/,1개,28명,24명,5명/5명
퓨쳐메디신,자연과학 연구개발업,9년 (2015년 설립),-,주식회사,"4,314만원",www.futuremedicine.co.kr/,1개,16명,15명,8명/5명
벨로크,"컴퓨터 시스템 통합 자문, 구축 및 관리업",2년 (2022년 설립),-,주식회사,"4,921만원",www.bellock.co.kr,1개,75명,94명,14명/33명
루닛,시스템ㆍ응용 소프트웨어 개발 및 공급업,11년 (2013년 설립),"66억 3,899만원",주식회사,"8,314만원",www.lunit.io,1개,287명,305명,61명/117명
바스칸바이오제약,기초 의약 물질 및 생물학적 제제 제조업,38년 (1986년 설립),"267억 9,764만원",주식회사,"4,048만원",www.baskhanbio.com,1개,112명,97명,24명/15명
와이씨켐,"세제, 화장품 및 광택제 제조업",23년 (2001년 설립),-,주식회사,"5,455만원",www.ycchem.co.kr/,1개,168명,148명,18명/21명
코난테크놀로지,시스템ㆍ응용 소프트웨어 개발 및 공급업,25년 (1999년 설립),"178억 4,909만원",주식회사,"6,953만원",konantech.com,1개,179명,266명,72명/85명
넥스트칩,공학 연구개발업,5년 (2019년 설립),"128억 6,916만원",주식회사,"6,098만원",www.nextchip.com/,1개,167명,171명,34명/45명
레이저쎌,방송 및 무선 통신장비 제조업,9년 (2015년 설립),-,주식회사,"5,932만원",www.laserssel.com,1개,51명,59명,9명/19명
보로노이,자연과학 연구개발업,9년 (2015년 설립),"147억 7,391만원",주식회사,"8,350만원",voronoi.io,1개,72명,121명,28명/29명
위니아에이드,회사본부,9년 (2015년 설립),"4,864억 5,466만원",주식회사,"5,248만원",www.winiaaid.com,1개,451명,445명,89명/66명
비큐AI,,,,,,,,,,
범한퓨얼셀,전기 공사업,5년 (2019년 설립),"506억 6,122만원",주식회사,"6,110만원",-,1개,1명,91명,11명/12명
코나솔,기타 일반 목적용 기계 제조업,27년 (1997년 설립),"220억 7,675만원",주식회사,"5,219만원",www.millroll.com,2개,84명,79명,30명/39명
청담글로벌,"의약품, 의료용 기구, 화장품 및 방향제 소매업",7년 (2017년 설립),"1,355억 4,800만원",주식회사,"5,241만원",www.chungdamgroup.com/,1개,27명,34명,14명/16명
가온칩스,엔지니어링 서비스업,12년 (2012년 설립),"322억 3,560만원",주식회사,"7,787만원",www.gaonchips.com,1개,198명,262명,24명/85명
대명에너지,토목 시설물 건설업,24년 (2000년 설립),"1,473억 9,102만원",주식회사,"7,264만원",www.daemyoung-eng.com,1개,20명,43명,15명/17명
포바이포,"도장, 도배 및 내장 공사업",7년 (2017년 설립),"222억 7,603만원",주식회사,비공개,https://www.4by4inc.com/,1개,비공개,비공개,비공개
지투파워,"전동기, 발전기 및 전기 변환장치 제조업",14년 (2010년 설립),"373억 7,681만원",주식회사,"8,454만원",www.g2p.co.kr,2개,67명,72명,21명/34명
씨피시스템,합성고무 및 플라스틱 물질 제조업,3년 (2021년 설립),-,주식회사,"3,765만원",-,1개,81명,88명,7명/91명
세아메카닉스,기타 전자 부품 제조업,25년 (1999년 설립),"876억 3,900만원",주식회사,"4,286만원",www.seamechanics.com,1개,194명,194명,36명/53명
공구우먼,통신 판매업,18년 (2006년 설립),"586억 8,688만원",주식회사,"6,598만원",www.09women.net,1개,113명,100명,44명/30명
유일로보틱스,"냉각, 공기 조화, 여과, 증류 및 가스 발생기 제조업",13년 (2011년 설립),"350억 5,224만원",주식회사,"5,042만원",www.yuilrobotics.com,1개,99명,80명,33명/37명
모아데이타,통신 공사업,10년 (2014년 설립),"196억 4,251만원",주식회사,"6,086만원",www.moadata.co.kr,1개,3명,54명,12명/19명
메쎄이상,건물설비 설치 공사업,3년 (2021년 설립),-,주식회사,"4,945만원",messeesang.com,2개,115명,132명,35명/47명
노을,자연과학 연구개발업,9년 (2015년 설립),"14억 7,530만원",주식회사,"7,425만원",noul.kr,1개,109명,156명,44명/58명
비씨엔씨,전구 및 램프 제조업,15년 (2009년 설립),-,기타 법인,"4,146만원",-,1개,3명,3명,1명/1명
풍원정밀,기타 전자 부품 제조업,28년 (1996년 설립),"394억 3,118만원",주식회사,"5,336만원",poongwon.com,1개,236명,206명,82명/48명
스톤브릿지벤처스,,,,,,,,,,
브이씨,방송 및 무선 통신장비 제조업,19년 (2005년 설립),"480억 9,636만원",주식회사,"5,437만원",www.voicecaddie.co.kr,1개,102명,92명,15명/14명
퓨런티어,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업",15년 (2009년 설립),"465억 4,698만원",주식회사,"7,122만원",www.furonteer.com,1개,85명,104명,12명/26명
바이오에프디엔씨,자연과학 연구개발업,19년 (2005년 설립),"158억 5,532만원",주식회사,"5,332만원",www.biofdnc.com,1개,40명,42명,4명/5명
인카금융서비스,보험 및 연금관련 서비스업,17년 (2007년 설립),"3,143억 2,729만원",주식회사,"5,225만원",www.incar.co.kr,1개,317명,356명,78명/89명
나래나노텍,기타 특수 목적용 기계 제조업,29년 (1995년 설립),"1,351억 1,277만원",주식회사,"5,151만원",www.naraenano.co.kr,1개,266명,261명,52명/53명
아셈스,합성고무 및 플라스틱 물질 제조업,21년 (2003년 설립),-,주식회사,"4,515만원",assems.com,1개,94명,87명,28명/33명
스코넥,시스템ㆍ응용 소프트웨어 개발 및 공급업,22년 (2002년 설립),"59억 7,800만원",주식회사,"4,576만원",www.skonec.com/,1개,0명,79명,12명/19명
이지트로닉스,"전동기, 발전기 및 전기 변환장치 제조업",16년 (2008년 설립),"177억 4,780만원",주식회사,"5,298만원",www.egtronics.co.kr,2개,128명,77명,32명/33명
LG에너지솔루션,공학 연구개발업,4년 (2020년 설립),"8조 3,874억 6,300만원",주식회사,"12,305만원",www.lgensol.com,1개,1명,"12,579명","368명/1,034명"
애드바이오텍,동물용 사료 및 조제식품 제조업,24년 (2000년 설립),-,주식회사,"3,936만원",www.adbiotech.com,1개,67명,54명,27명/27명
케이옥션,상품 종합 도매업,19년 (2005년 설립),"379억 5,977만원",주식회사,"5,067만원",www.k-auction.com/,1개,105명,98명,18명/18명
코스텍시스템,반도체 및 디스플레이 제조용 기계 제조업,24년 (2000년 설립),"269억 5,242만원",주식회사,"6,766만원",www.kosteks.com/,1개,54명,57명,15명/21명
오토앤,자동차 신품 부품 및 내장품 판매업,12년 (2012년 설립),"501억 2,255만원",주식회사,"4,244만원",www.auton.kr,1개,217명,208명,79명/76명
래몽래인,"영화, 비디오물 및 방송 프로그램 제작업",17년 (2007년 설립),"409억 9,785만원",주식회사,"4,689만원",reamongraein.co.kr,1개,0명,22명,5명/9명
제이엠멀티,-,16년 (2008년 설립),-,주식회사,"5,924만원",www.jmmulti.com,2개,21명,10명,5명/1명
툴젠,자연과학 연구개발업,25년 (1999년 설립),"15억 9,727만원",주식회사,"6,502만원",toolgen.com,1개,73명,86명,13명/18명
켈스,기타 의료용 기기 제조업,6년 (2018년 설립),"125억 4,651만원",주식회사,"4,815만원",www.thecalth.com/,1개,25명,33명,9명/10명
알비더블유,"영화, 비디오물 및 방송 프로그램 제작업",14년 (2010년 설립),416억 270만원,주식회사,"3,026만원",www.rbbridge.com,2개,91명,97명,53명/55명
NPX,경영 컨설팅 및 공공 관계 서비스업,6년 (2018년 설립),-,,"4,043만원",-,1개,1명,,
트윔,사진장비 및 광학기기 제조업,14년 (2010년 설립),216억 300만원,주식회사,"4,823만원",www.twim21.com,2개,140명,133명,37명/30명
아이티아이즈,시스템ㆍ응용 소프트웨어 개발 및 공급업,12년 (2012년 설립),"669억 2,035만원",주식회사,"5,353만원",www.iteyes.co.kr/,1개,341명,344명,114명/123명
지오엘리먼트,반도체 및 디스플레이 제조용 기계 제조업,19년 (2005년 설립),217억 162만원,주식회사,"5,410만원",www.goelement.co.kr,1개,82명,80명,18명/14명
디어유,시스템ㆍ응용 소프트웨어 개발 및 공급업,7년 (2017년 설립),400억 76만원,주식회사,"8,647만원",www.dear-u.co,1개,79명,89명,21명/24명
비트나인,시스템ㆍ응용 소프트웨어 개발 및 공급업,11년 (2013년 설립),"144억 2,829만원",주식회사,"4,915만원",bitnine.net,1개,54명,67명,35명/23명
지니너스,자연과학 연구개발업,6년 (2018년 설립),"100억 8,338만원",주식회사,"4,535만원",kr-geninus.com,2개,94명,75명,47명/26명
카카오페이,기타 금융 지원 서비스업,16년 (2008년 설립),-,기타 법인,"6,032만원",-,1개,344명,322명,102명/75명
피코그램,가정용 전기 기기 제조업,22년 (2002년 설립),"263억 1,337만원",주식회사,"4,097만원",www.picogram.com,1개,102명,108명,21명/23명
엔켐,상품 종합 도매업,22년 (2002년 설립),-,주식회사,"3,281만원",-,1개,6명,8명,1명/2명
리파인,"비철금속 제련, 정련 및 합금 제조업",3년 (2021년 설립),-,기타 법인,"4,908만원",-,1개,19명,12명,3명/3명
지앤비에스 에코,경영 컨설팅 및 공공 관계 서비스업,21년 (2003년 설립),"474억 9,440만원",주식회사,"4,364만원",www.echomarketing.co.kr,1개,280명,317명,143명/180명
아이패밀리에스씨,"의약품, 의료용품 및 화장품 도매업",24년 (2000년 설립),"716억 1,822만원",주식회사,"5,148만원",www.ifamily.co.kr,1개,133명,181명,45명/88명
차백신연구소,자연과학 연구개발업,24년 (2000년 설립),"1억 7,948만원",주식회사,"7,944만원",www.chavaccine.com,1개,39명,51명,9명/12명
지아이텍,기타 특수 목적용 기계 제조업,12년 (2012년 설립),"366억 2,201만원",주식회사,"4,463만원",gitec.kr,1개,150명,141명,60명/70명
코닉오토메이션,기타 일반 목적용 기계 제조업,3년 (2021년 설립),"300억 9,272만원",주식회사,"5,914만원",-,1개,110명,130명,15명/33명
케이카,자동차 중고 부품 및 내장품 판매업,8년 (2016년 설립),-,주식회사,"4,839만원",-,1개,7명,9명,4명/4명
씨유테크,전기 공급 및 제어장치 제조업,4년 (2020년 설립),-,기타 법인,"3,493만원",-,1개,16명,13명,4명/8명
아스플로,"금속 열처리, 도금 및 기타 금속 가공업",23년 (2001년 설립),"587억 8,379만원",주식회사,"5,074만원",www.asflow.com,1개,221명,233명,54명/59명
